È¸Â÷,´çÃ·ÀÚ¼ö,´çÃ·±Ý¾×,´çÃ·ÀÚ¼ö,´çÃ·±Ý¾×,´çÃ·ÀÚ¼ö,´çÃ·±Ý¾×,´çÃ·ÀÚ¼ö,´çÃ·±Ý¾×,´çÃ·ÀÚ¼ö,´çÃ·±Ý¾×
425,8,1534833000,41,49913269,1297,1577829,66071,50000,1110949,5000
424,10,1109480813,51,36257543,1686,1096759,75456,50000,1159669,5000
423,3,3896153875,47,41448446,1432,1360389,69948,50000,1150428,5000
422,6,2205251375,21,105011971,1293,1705531,64044,50000,1104218,5000
421,5,2321144325,36,53730193,1203,1607887,62947,50000,1050873,5000
420,8,1424856375,35,54280243,1187,1600513,62929,50000,1065564,5000
419,3,3796490750,33,57522588,1194,1589821,60100,50000,1012637,5000
418,8,1435649766,46,41613037,1316,1454560,61748,50000,1025606,5000
417,4,2818329938,34,55261372,1181,1590929,58879,50000,1001817,5000
416,10,1072037100,32,55835266,1501,1190359,70470,50000,1122015,5000
415,8,1334182407,35,50825997,1587,1120927,71409,50000,1114259,5000
414,1,11703832500,35,55732536,1220,1598885,58726,50000,982817,5000
413,4,2814673500,36,52123584,1256,1493989,62797,50000,1062284,5000
412,7,1656199822,34,56830387,1223,1579913,59882,50000,1016225,5000
411,12,953227563,36,52957087,1318,1446476,63403,50000,1041554,5000
410,9,1249335709,37,50648745,1303,1438223,65942,50000,1088956,5000
409,4,2896989750,36,53647959,1320,1463127,64123,50000,1061106,5000
408,5,2235375825,33,56448885,1244,1497439,62101,50000,1039160,5000
407,7,1649707286,27,71283649,1268,1517870,65481,50000,1108695,5000
406,5,2156142450,33,54448042,1442,1246038,66604,50000,1065324,5000
405,3,3543878000,35,50626829,1283,1381091,63080,50000,1056188,5000
404,3,3566659375,26,68589604,1273,1400888,63559,50000,1050065,5000
403,5,2122396875,43,41131723,1321,1338883,63122,50000,1030051,5000
402,4,2662206188,41,43287906,1271,1396385,62656,50000,1034048,5000
401,9,1168214792,29,60424904,1355,1293227,59599,50000,949491,5000
400,4,2669834325,30,59329652,1254,1419370,59141,60192,978194,5000
399,8,1276854975,40,42561833,1462,1164483,76998,44222,1150232,5000
398,4,2680625550,31,57647862,1112,1607090,57405,62263,968563,5000
397,3,3499519700,31,56443867,1366,1280937,66958,52265,1089481,5000
396,2,5296622400,34,51927671,1202,1468836,61586,57336,1015292,5000
395,7,1534635000,42,42628750,1420,1260851,64267,55718,1038443,5000
394,1,10654349100,33,53809844,1204,1474855,56300,63081,967784,5000
393,8,1362003975,35,51885866,1072,1694035,55951,64915,966901,5000
392,6,1713528700,30,57117624,1504,1139315,73927,46358,1125811,5000
391,1,10508749800,32,54733072,1337,1309992,60803,57611,1013235,5000
390,1,10373997900,37,46729721,1087,1590617,55834,61934,960968,5000
389,5,2119027020,36,49051552,1253,1409303,60800,58088,1021691,5000
388,4,2545543875,30,56567642,1269,1337297,61475,55211,1036812,5000
387,4,2675533500,26,68603424,1177,1515454,58115,61385,978618,5000
386,10,1042953330,59,29461959,1683,1032832,72203,48150,1114222,5000
385,7,1542032700,36,49973282,1235,1456712,62096,57944,1026272,5000
384,3,3658734200,41,44618710,1215,1505652,62090,58927,1030160,5000
383,3,3596522100,28,64223609,1251,1437459,60525,59423,1010183,5000
382,6,1846674900,32,57708591,1212,1523660,62267,59315,1046779,5000
381,19,565738895,62,28895267,1981,904345,82120,43632,1211298,5000
380,4,2684274825,42,42607537,1464,1222348,77583,46132,1137404,5000
379,7,1598999786,71,26274645,1342,1390090,62084,60096,1022769,5000
378,5,2317698240,30,64380507,1124,1718341,59742,64659,1023866,5000
377,3,3912085400,22,88911032,1198,1632757,58733,66608,1009758,5000
376,6,1956915800,51,38370899,1411,1386900,69450,56355,1151878,5000
375,7,1581284058,42,43924558,1279,1442402,64951,56807,1096831,5000
374,2,5528717850,27,68255776,1398,1318245,69786,52816,1122320,5000
373,4,2791801125,29,64179337,1117,1666250,57659,64559,987105,5000
372,9,1192593200,37,48348373,1368,1307668,62564,57186,1038927,5000
371,7,1524130543,29,61315597,1201,1480560,62102,57266,1028012,5000
370,7,1678941943,32,61211425,1168,1677026,60549,64701,1058734,5000
369,6,1842177750,31,59425089,1157,1592203,59383,62044,987272,5000
368,7,1465825115,38,45003403,1195,1431071,57581,59400,954346,5000
367,7,1581736586,37,49874578,1049,1759161,55158,66912,955212,5000
366,2,5351553900,39,45739777,1617,1103186,71467,49921,1028514,5000
365,1,10697716800,35,50941509,1181,1509698,62472,57081,1014701,5000
364,4,2531914800,37,45620087,1259,1340702,63195,53421,1043314,5000
363,4,2615910600,33,52846679,1216,1434162,59672,58451,998514,5000
362,6,1729424650,26,66516333,1173,1474361,56798,60898,974787,5000
361,7,1473115115,34,50548068,1463,1174733,67347,51039,1068999,5000
360,3,3566716200,33,54041155,1208,1476290,60311,59139,1005187,5000
359,8,1286712600,37,46368022,1656,1036001,73283,46822,1097592,5000
358,3,3472654900,44,39461988,1382,1256388,68247,50884,1092528,5000
357,2,5313394350,27,65597462,1116,1587036,56547,62643,980978,5000
356,9,1157185267,37,46912917,1263,1374330,61162,56761,996940,5000
355,5,2145424800,24,74493917,1094,1634236,54130,66058,925997,5000
354,5,2124464340,34,52070205,1014,1745944,54318,65187,930195,5000
353,2,5290838250,29,60814233,1042,1692527,54217,65058,928067,5000
352,6,1732858250,29,59753733,1166,1486157,58931,58810,1006238,5000
351,4,2583357150,29,59387521,1137,1514722,55472,62094,950273,5000
350,9,1101052467,23,71807770,1197,1379765,57420,57527,964952,5000
349,3,3353209000,37,45313636,1168,1435450,59338,56511,990178,5000
348,3,3299994000,37,44594514,1222,1350244,65694,50233,978637,5000
347,7,1456624286,38,44720922,1399,1214722,63761,53306,1023184,5000
346,5,2017727340,26,64670749,1146,1467225,54509,61695,923360,5000
345,2,5203577550,38,45645418,1028,1687282,50722,68394,884042,5000
344,7,1467106543,23,74418448,1106,1547581,56496,60593,960640,5000
343,6,1717153000,29,59212173,1096,1566746,53794,63842,931340,5000
342,3,3454095800,29,59553376,1177,1467331,56149,61517,924123,5000
341,7,1497207772,33,52931588,1235,1414367,58756,59458,978760,5000
340,7,1439393186,35,47979773,1125,1492705,56209,59752,930628,5000
339,9,1096778334,32,51411485,1107,1486150,54545,60324,913229,5000
338,3,3383431000,39,43377321,1123,1506426,54492,62091,930171,5000
337,8,1257500513,33,50808102,1194,1404245,59392,56462,989912,5000
336,6,1685632650,30,56187755,989,1704381,54887,61422,935668,5000
335,5,2037492480,28,60639658,1222,1389453,60578,56057,1001927,5000
334,7,1523002972,31,57317317,1055,1684206,52311,67934,890292,5000
333,7,1550987143,36,50263473,1365,1325631,59991,60326,982937,5000
332,8,1359448388,37,48989132,1098,1650818,59833,60589,979060,5000
331,5,2165902620,45,40109308,1365,1322285,64617,55866,1054309,5000
330,9,1162280200,32,54481885,1431,1218324,69225,50370,1099109,5000
329,6,1830391200,33,55466400,1215,1506495,62711,58376,1059068,5000
328,6,1819795900,30,60659864,1380,1318693,66590,54657,1092107,5000
327,12,882674750,39,45265372,1242,1421377,63599,55515,1048457,5000
326,6,1832134550,31,59101115,1335,1372386,64087,57177,1058186,5000
325,6,1806122450,33,54730984,1258,1435710,62629,57677,1051453,5000
324,6,1865130350,40,46628259,1228,1518836,62473,59710,1068571,5000
323,8,1461025388,27,72149402,1175,1657902,60796,64085,1024880,5000
322,6,1904544700,29,65673956,1465,1300031,67829,56158,1085740,5000
321,6,1959136100,35,55975318,1276,1535374,68791,56960,1143526,5000
320,2,5513067900,25,73507572,1081,1699991,57061,64412,990610,5000
319,5,2135659380,26,68450622,1151,1546235,59490,59833,984086,5000
318,9,1207436600,28,64684104,1381,1311481,64077,56531,1044063,5000
317,4,2576258550,25,68700228,1132,1517232,57565,59672,978500,5000
316,6,1673586400,29,57709876,1398,1197130,68356,48967,1060204,5000
315,8,1308728625,32,54530360,1063,1641554,56207,62091,943975,5000
314,6,1660512200,24,69188009,1067,1556244,54892,60502,911785,5000
313,6,1715422800,26,65977800,1120,1531628,55743,61548,936364,5000
312,15,629017820,58,27112838,2064,761892,91934,34211,1080450,5000
311,8,1237691063,43,38378018,1363,1210752,64780,50950,1020412,5000
310,8,1296713325,29,59619004,1086,1592036,53956,64088,913906,5000
309,11,901622946,25,66119016,1390,1189191,69125,47826,1109802,5000
308,1,10232872800,27,63165882,978,1743844,53749,63461,922984,5000
307,4,2587643250,28,61610554,1177,1465672,59400,58085,937908,5000
306,5,2102669520,23,76183679,1219,1437428,56687,61822,937697,5000
305,5,2008210140,34,49220837,1377,1215330,66162,50589,1049049,5000
304,6,1661646150,37,44909356,1426,1165250,62096,53519,992573,5000
303,6,1672749000,29,57681000,1158,1444516,56266,59459,938678,5000
302,2,5472167250,44,41455813,1134,1608515,59455,61360,990149,5000
301,7,1447385015,47,35927997,1271,1328573,65756,51361,1060486,5000
300,12,836092425,34,49181908,1416,1180922,70193,47646,1102135,5000
299,7,1483772529,29,59691999,1118,1548362,58114,59575,984255,5000
298,1,9909778500,40,41290744,1353,1220717,63561,51970,1011908,5000
297,2,5056668750,28,60198438,1275,1322005,61258,55032,993035,5000
296,8,3066088275,53,46243415,2066,1186303,89945,54498,1435988,5000
295,0,0,26,62969875,1013,1616207,55376,59131,950380,5000
294,4,2406504975,26,61705256,1137,1411027,56795,56496,947708,5000
293,6,1656764400,21,78893543,1154,1435672,61059,54268,926442,5000
292,14,720373950,37,45428988,1688,995778,66893,50256,977718,5000
291,7,1450585200,39,43393575,1227,1379258,62513,54144,1029643,5000
290,13,2149214424,61,51251650,2297,1361059,106752,58573,1783529,5000
289,0,0,24,63761694,1019,1501748,52281,58541,880103,5000
288,4,2357261550,24,65479488,1056,1488171,50246,62553,853998,5000
287,7,1328657100,37,41894594,1330,1165489,60597,51161,962149,5000
286,3,3236566300,27,59936413,1033,1566586,48857,66246,857882,5000
285,3,3164370100,26,60853272,1017,1555738,51283,61705,872117,5000
284,3,3117640300,14,111344297,955,1632273,50537,61691,859700,5000
283,3,3137224600,24,65358846,1061,1478429,52989,59206,876107,5000
282,7,1322052643,32,48199836,1523,1012735,66297,46530,1020328,5000
281,6,1554683200,37,42018465,1491,1042712,74543,41713,970685,5000
280,7,1355258529,27,58560554,1145,1380904,53915,58653,905130,5000
279,5,1914205320,27,59080412,1088,1466150,55421,57566,922712,5000
278,3,3186530000,27,59009815,1089,1463054,55643,57268,922288,5000
277,3,3272627800,31,52784320,1104,1482169,55271,59211,914243,5000
276,3,3312569000,31,53428533,1161,1426602,59894,55308,944192,5000
275,1,10044066900,19,88105850,991,1689215,51657,64813,884959,5000
274,4,2505085575,37,45136678,1254,1331784,57315,58277,923057,5000
273,3,3339543100,21,79512931,1096,1523515,56192,59431,942078,5000
272,9,1104622800,39,42485493,1370,1209442,63219,52419,1017199,5000
271,6,1565918150,28,55925649,1256,1246751,59418,52709,956127,5000
270,5,1927830060,32,50203908,1242,1293499,59807,53724,971485,5000
269,5,1961399940,22,74295453,1014,1611933,50514,64715,866762,5000
268,7,1350954515,35,45031818,1362,1157206,61857,50960,969153,5000
267,3,3257663300,28,58172559,1141,1427548,55101,59122,925922,5000
266,3,3207211700,36,44544607,1194,1343054,58820,54526,986495,5000
265,8,1200838575,19,84269374,1010,1585266,52966,60459,889156,5000
264,7,1344889200,27,58112497,1047,1498604,50096,62642,840243,5000
263,6,1551704900,27,57470552,937,1656036,50490,61466,864303,5000
262,2,4518741600,21,71726058,1106,1361888,54807,54966,910729,5000
261,3,3192299100,32,49879674,1104,1445788,56285,56717,929205,5000
260,4,2310085575,26,59232964,1284,1199422,58258,52871,933907,5000
259,2,4838533500,25,64513780,1030,1565869,50402,64000,864868,5000
258,4,2426434350,28,57772247,1724,938297,54638,59213,901197,5000
257,4,2391377025,18,88569520,1233,1292986,57977,54996,954861,5000
256,2,4891017000,34,47951148,1192,1367735,56975,57230,938980,5000
255,6,1598618550,13,122970658,1054,1516716,55422,57689,945297,5000
254,1,9741015900,33,49197050,1225,1325309,59196,54852,978906,5000
253,4,2466189525,20,82206318,1169,1406439,57084,57604,942682,5000
252,7,1391089715,24,67622417,1087,1493044,51895,62547,874916,5000
251,8,1282616400,40,42753880,1242,1376937,62015,55153,1028991,5000
250,5,1994726280,17,97780700,1051,1581610,51328,64771,887737,5000
249,6,1663568700,29,57364438,1169,1423070,56034,59378,926776,5000
248,8,1227479363,23,71158224,1155,1417004,58847,55624,961562,5000
247,6,1669313900,29,57562549,1019,1638189,52284,63856,884542,5000
246,5,1911774240,26,61274816,1294,1231179,59600,53462,959025,5000
245,7,1382583129,35,46086105,1092,1477119,57445,56159,959435,5000
244,1,9121583100,25,60810554,1096,1387103,54930,55353,900577,5000
243,4,2408850000,29,55375863,1089,1474656,54055,59418,918683,5000
242,8,1234542375,36,45723792,1245,1322134,60644,54286,975863,5000
241,4,2552016300,34,50039536,967,1759405,53783,63267,922001,5000
240,2,5098251450,28,60693470,1084,1567728,57376,59238,961510,5000
239,9,1134140167,29,58662423,1083,1570832,55850,60921,927236,5000
238,9,1121660567,29,58016926,1066,1578322,54591,61640,930266,5000
237,7,1440630729,39,43095792,1098,1530725,57338,58626,974357,5000
236,2,5030040150,41,40894636,1046,1602945,54480,61553,940827,5000
235,3,3433330100,29,59195347,1178,1457271,59548,57657,901409,5000
234,4,2519743875,23,73036055,1049,1601363,54926,61167,921750,5000
233,10,999153750,26,64048318,1274,1307109,62535,53259,1021168,5000
232,9,1110918400,18,92576534,1268,1314178,65000,51274,1023708,5000
231,9,1088365900,19,85923624,1267,1288516,59311,55051,970465,5000
230,8,1292929163,25,68956222,1037,1662397,56346,61190,971324,5000
229,7,1451441100,27,62716591,1312,1290662,67524,50156,1089603,5000
228,9,1146700334,39,44103859,1338,1285539,66002,52122,1036309,5000
227,2,5253542400,24,72965867,1103,1587653,56663,61811,942116,5000
226,6,1744100150,38,45897373,1305,1336476,64076,54439,1026364,5000
225,6,1777201800,41,43346386,1287,1380888,65281,54448,1080798,5000
224,6,1808969950,26,69575768,1158,1562151,60549,59753,1025571,5000
223,7,1498170600,39,44817070,1416,1234369,67509,51782,1107956,5000
222,5,2275193820,33,57454390,1105,1715833,57093,66418,981530,5000
221,6,1800104250,44,40911461,1608,1119468,75459,47711,1167205,5000
220,6,1958094950,28,69931963,1317,1486785,67271,58216,1122150,5000
219,9,1208409167,41,44210092,1292,1402952,63889,56743,1065147,5000
218,4,2779075800,26,71258354,1203,1540081,60492,61255,996397,5000
217,7,1611246172,29,64820249,1206,1558696,64156,58601,1066490,5000
216,13,848506108,63,29181427,2612,703840,79174,46441,1157342,5000
215,7,1587689615,32,57884518,1248,1484219,65898,56218,1062967,5000
214,8,1406980875,36,52110403,1433,1309124,70219,53433,1167625,5000
213,8,1376678025,33,55623355,1977,928463,95451,38462,1203368,5000
212,4,2660747250,36,49273098,1228,1444489,64059,55382,1066249,5000
211,10,1035800250,29,59528750,1308,1319828,64785,53295,1080600,5000
210,2,5139085950,46,37239754,1298,1319745,64325,53262,1049739,5000
209,6,1660896350,34,48849893,1358,1223046,65973,50351,1053545,5000
208,6,1760767400,34,51787277,1224,1438536,64277,54787,1030103,5000
207,5,2104673760,37,47402563,1203,1457935,60871,57627,1020444,5000
206,5,2032859340,36,47056930,1549,1093641,66445,50992,1044599,5000
205,6,1835221800,21,87391515,1098,1671423,56067,65466,962608,5000
204,8,1358347125,23,78744761,1180,1534856,57646,62837,985516,5000
203,5,2164564740,43,41948930,1328,1358287,66916,53913,1095728,5000
202,6,1893391700,40,47334793,1232,1536844,62532,60558,1043620,5000
201,1,9719465400,37,43781376,1347,1202607,61045,53073,985655,5000
200,8,1344616613,58,30910727,1387,1292590,66233,54137,1078398,5000
199,2,5344252200,23,77452931,1049,1698206,55426,64281,939272,5000
198,6,1797855050,25,71914202,1050,1712243,55693,64564,965692,5000
197,6,1803018300,42,42929008,1229,1467062,58551,61588,993294,5000
196,15,727876520,27,67395975,1518,1198743,58079,62663,937967,5000
195,11,918992591,66,25527572,1691,996346,70324,47916,1067833,5000
194,4,2650567875,21,84145012,1072,1648364,53559,65985,917061,5000
193,3,3404449700,20,85111243,1135,1499758,58638,58059,974398,5000
192,4,2445348375,38,42900849,1098,1484729,55766,58467,943042,5000
191,4,2577114675,23,74698977,1145,1500504,59650,57606,1017334,5000
190,6,1784159450,33,54065438,1016,1756063,53791,66337,918127,5000
189,3,3461775100,33,52451138,1085,1595289,52193,66327,903280,5000
188,3,3501405200,33,53051594,1320,1326290,61227,57188,1016219,5000
187,7,1544733900,19,94852082,1253,1438300,59780,60295,981217,5000
186,9,1187882600,46,38735303,1169,1524230,58566,60849,984795,5000
185,3,3522485800,34,51801262,1228,1434237,65938,53422,1055823,5000
184,6,1747753050,31,56379131,1331,1313113,63344,55183,1054829,5000
183,6,1777221500,25,71088860,1294,1373433,67137,52944,1039403,5000
182,3,3721439400,44,42289085,1228,1515245,59004,63071,1000820,5000
181,6,1941763300,24,80906805,1233,1574829,60637,64046,1028918,5000
180,2,5763371550,35,54889253,1284,1496203,62876,61109,1047300,5000
179,10,1081093920,53,33996665,1540,1170016,69956,51514,1125523,5000
178,5,2254621080,44,42701157,1566,1199778,74612,50364,1200574,5000
177,7,1693285500,30,65849992,1260,1567857,64437,61316,1097033,5000
176,5,2314663080,40,48222148,1535,1256604,76689,50305,1191081,5000
175,5,2371132620,48,41165497,1347,1466922,67585,58473,1137627,5000
174,7,1771103058,26,79472574,1325,1559462,64999,63580,1101483,5000
173,8,1487736788,63,31486493,1448,1369924,78349,50637,1261354,5000
172,11,1081154073,19,104321885,1276,1553383,65456,60564,1111595,5000
171,6,1961339700,19,103228406,1381,1420232,71461,54893,1113068,5000
170,6,1923108250,27,71226232,1309,1469144,67030,57381,1125608,5000
169,5,2482888380,31,66744312,1171,1766929,62705,65994,1069471,5000
168,5,2349946920,54,36264613,1544,1268322,74504,52569,1233043,5000
167,5,2491222920,36,57667198,1313,1581127,64208,64666,1122401,5000
166,11,1111299982,28,72763690,1507,1351947,70751,57594,1140980,5000
165,2,6767426700,40,56395223,1535,1469583,78820,57240,1297194,5000
164,3,4054937900,39,51986384,1626,1246906,74835,54186,1250274,5000
163,7,1629726515,47,40454205,1390,1367876,66604,57095,1099200,5000
162,5,2308265760,33,58289540,1172,1641259,61205,62857,1057899,5000
161,7,1996876272,63,33275487,1381,1517999,66233,63303,1116934,5000
160,2,5490805350,32,57195890,1079,1696264,58680,62382,1022787,5000
159,6,1755407300,24,73141971,1071,1639036,54933,63911,920378,5000
158,10,1069544340,45,39612754,1516,1175841,67910,52499,1071741,5000
157,2,5484903750,28,65296474,1155,1582945,61650,59313,1028734,5000
156,8,1401099900,30,62271107,1230,1518808,59506,62789,998192,5000
155,9,1193005734,37,48365098,1287,1390450,62882,56917,1035003,5000
154,4,2836628700,32,59096432,1189,1590485,60181,62847,1020067,5000
153,4,2730526125,52,35006746,1446,1258888,71562,50875,1137072,5000
152,5,2278131840,30,63281440,1184,1603415,60282,62986,1021147,5000
151,4,2716634025,45,40246430,1491,1214681,68250,53073,1113528,5000
150,4,2831645850,46,41038346,1279,1475969,65200,57907,1100850,5000
149,7,1639052143,43,44470407,1171,1632987,60450,63267,1016240,5000
148,5,2323596420,35,55323725,1185,1634035,63358,61124,1079664,5000
147,7,1700040215,35,56668008,1215,1632412,62412,63558,1067800,5000
146,2,6043415250,34,59249170,1383,1456596,62524,64439,1038812,5000
145,3,3797838200,38,49971556,1217,1560328,63120,60169,1093545,5000
144,8,1402440413,38,49208436,1498,1248279,74181,50416,1180411,5000
143,3,3954584700,35,56494068,1182,1672837,57130,69221,986951,5000
142,11,1018265564,28,66672150,1326,1407859,64602,57795,1067644,5000
141,6,1900552400,29,65536290,1144,1661323,58203,65308,1000591,5000
140,5,2109462840,34,51702521,1310,1341898,64372,54617,1082575,5000
139,7,1650210215,28,68758759,1128,1706778,57271,67233,986618,5000
138,5,2227152000,32,57998750,1251,1483582,61230,60623,1056925,5000
137,9,1270403467,40,47640130,1578,1207608,72935,52255,1186655,5000
136,6,1997694150,26,76834391,1279,1561919,66993,59639,1119075,5000
135,7,1717293515,28,71553897,1424,1406959,66201,60529,1099249,5000
134,5,2349155100,50,39152585,1433,1366106,69698,56175,1129299,5000
133,8,1450242600,51,37914840,1466,1319002,76266,50709,1221679,5000
132,4,2920473525,34,57264187,1382,1408816,65277,59653,1098225,5000
131,8,1451214488,33,58634929,1645,1176264,73893,52372,1153272,5000
130,4,3036496650,30,67477704,1273,1590206,63587,63672,1087239,5000
129,11,1093629655,50,40099754,1473,1361160,71124,56381,1145600,5000
128,6,2064043100,23,89741005,1192,1731580,63294,65221,1102953,5000
127,6,1965939150,43,45719516,1279,1537091,67175,58532,1143382,5000
126,9,1369301500,35,58684350,1439,1427347,71370,57558,1166992,5000
125,7,1754870786,36,56870813,1444,1417832,74261,55140,1220272,5000
124,9,1395936267,37,56592011,1540,1359679,75040,55808,1230275,5000
123,5,2532982680,38,55547866,1477,1429126,72742,58036,1188107,5000
122,9,1450073800,38,57239756,1403,1550329,72518,59989,1266949,5000
121,2,6839648100,31,73544604,1342,1698870,67464,67589,1153689,5000
120,3,4364530300,31,70395650,1605,1359667,80400,54286,1377368,5000
119,9,1474899400,49,45149982,1936,1142743,85327,51856,1355365,5000
118,10,1297989720,41,52763810,1671,1294624,83233,51983,1390561,5000
117,9,1558378334,50,46751350,1642,1423610,78361,59662,1267826,5000
116,7,1997747315,56,41619736,1735,1343346,91897,50725,1499198,5000
115,9,1488589567,34,65673070,1990,1122053,91627,48739,1447287,5000
114,6,2362345050,41,57618172,1491,1584404,78504,60185,1283250,5000
113,9,1561528934,43,54471940,1479,1583701,72711,64428,1241238,5000
112,9,1567271167,32,73465836,1370,1715991,70247,66933,1227387,5000
111,6,2199047450,51,43118578,1734,1268194,86863,50633,1389605,5000
110,3,4566262000,38,60082395,1392,1640181,73674,61980,1196287,5000
109,12,1246838200,31,80441175,1493,1670246,73179,68153,1271057,5000
108,7,1998900772,41,56879291,1462,1595111,70827,65853,1223421,5000
107,2,6679927800,35,63618360,2181,1020928,91651,48590,1301235,5000
106,16,810461157,40,54030744,2056,1051182,93551,46205,1415989,5000
105,4,3416781450,26,87609781,1331,1711386,69127,65904,1192263,5000
104,2,6610743750,23,95807881,1293,1704240,71824,61361,1246208,5000
103,8,1691589563,38,59354020,1583,1424797,75587,59679,1231156,5000
102,9,1457153067,24,91072067,1352,1616664,75476,57919,1322337,5000
101,5,2707297500,38,59370560,1405,1605752,73210,61634,1246344,5000
100,4,3315315525,36,61394732,1544,1431484,76899,57484,1235777,5000
99,6,2169219050,40,54230477,1581,1372056,77203,56196,1282311,5000
98,4,3177972300,45,47081072,1880,1126941,87818,48251,1385812,5000
97,9,1496214000,46,48789587,1543,1454518,77227,58123,1282678,5000
96,7,1847133515,38,56710240,1197,1800326,65301,66002,1111779,5000
95,8,1747741238,48,48548368,1728,1348566,82432,56540,1347106,5000
94,6,2245339950,38,59087894,1353,1659527,71106,63155,1223793,5000
93,6,2269178150,26,87276083,1462,1552106,68597,66160,1185275,5000
92,11,1233270846,50,45219931,1623,1393098,79319,57011,1307607,5000
91,4,3582902400,32,74643800,1205,1982242,64183,74431,1128902,5000
90,4,3291435300,34,64537948,1297,1691820,67888,64645,1160774,5000
89,3,4248321900,30,70805365,1340,1585195,72667,58463,1261896,5000
88,4,3069709650,31,66015262,1183,1729902,64639,63321,1098115,5000
87,11,1799358055,33,99964337,1250,2639059,54768,120466,890859,10000
86,1,14252186400,16,148460275,611,3887667,35057,135515,616434,10000
85,4,3462109800,31,74453975,823,2804464,41746,110577,664492,10000
84,2,7669779000,17,150387824,635,4026131,32402,157805,582445,10000
83,2,7086948300,15,157487740,851,2775930,45924,102880,763287,10000
82,1,14562494400,20,121354120,637,3810177,36139,134320,638058,10000
81,5,2714288880,20,113095370,1046,2162436,51654,87580,787258,10000
80,1,13809540000,16,143849375,868,2651602,40251,114362,706432,10000
79,4,3416443800,31,73471910,1196,1904373,49431,92154,741871,10000
78,4,3519850000,22,106662100,910,2578600,42450,110500,716323,10000
77,3,5155758600,19,135677800,713,3615500,37033,139200,643154,10000
76,2,7451022600,17,146098400,840,2956700,44504,111600,770522,10000
75,4,3914616900,19,137354900,817,3194300,40782,127900,697174,10000
74,3,5284949800,40,66061800,1021,2588100,48438,109100,802633,10000
73,6,2766662100,26,106410000,1363,2029800,55608,99500,865131,10000
72,13,3260524600,44,104081800,2510,1824500,113994,80300,1702959,10000
71,0,0,28,88745200,782,3177500,39516,125700,659631,10000
70,3,5031277800,14,179688400,717,3508500,36781,136700,645990,10000
69,3,4962712200,20,124067800,766,3239300,41220,120300,704209,10000
68,5,2945882100,20,122745000,754,3255800,43265,113400,735760,10000
67,7,2114436500,62,39787700,972,2537900,46740,105500,748901,10000
66,4,3685138200,19,129303000,786,3125600,40188,122200,712181,10000
65,4,3727945800,27,92048000,1003,2477800,52556,94500,848960,10000
64,4,3899818000,11,236352600,651,3993600,37117,140000,654379,10000
63,2,7922245500,26,101567200,824,3204700,41505,127200,712954,10000
62,1,15817286400,22,119827900,829,3179900,41686,126400,700804,10000
61,5,3541038800,11,268260500,789,3740000,41227,143100,714784,10000
60,7,2172504600,27,93873600,1088,2329500,45712,110800,735708,10000
59,4,4127587300,23,119640200,651,4226900,35026,157100,626460,10000
58,4,3676429200,39,62844900,1318,1859600,58215,84200,880954,10000
57,4,4114411900,25,109717600,960,2857200,44050,124500,763692,10000
56,4,3777570900,29,86840700,1359,1853100,41156,122300,744566,10000
55,2,7088799600,24,98455500,728,3245700,42550,111000,746855,10000
54,3,5148626600,15,171620800,719,3580400,34854,147700,617337,10000
53,3,5014371000,25,100287400,802,3126100,45372,110500,742615,10000
52,4,3900844900,13,200043300,669,3887200,34665,150000,619109,10000
51,6,2421117000,26,93119800,961,2519300,45707,105900,706567,10000
50,3,5227061400,14,186680700,826,3164000,40296,129700,664631,10000
49,7,1967504600,49,46845300,1487,1543600,66451,69000,929635,10000
48,6,2415673600,25,96626900,1279,1888700,58047,83200,874668,10000
47,5,3250042400,11,246215300,902,3002600,40580,133400,679466,10000
46,3,5327758800,39,68304600,1043,2554000,45243,117700,745199,10000
45,2,8356417800,27,103165600,890,3129700,45470,122500,775339,10000
44,5,3362155800,23,121817200,785,3569100,40092,139700,696051,10000
43,1,17749630800,21,140870000,926,3194600,45078,131200,776043,10000
42,6,6899280100,35,131479800,1405,3275200,79543,115700,1393691,10000
41,0,0,21,109404000,700,3282100,33805,135900,583744,10000
40,13,1147652400,44,56513100,1055,2356900,65081,76400,798374,10000
39,6,2623748800,25,104949900,699,3753500,38752,135400,680975,10000
38,3,5374866400,18,149301800,679,3957900,36377,147700,681031,10000
37,3,4985999400,20,124649900,857,2908900,46334,107600,782490,10000
36,1,16014475800,19,140477800,768,3475300,38321,139300,673755,10000
35,3,5054598200,24,105304100,933,2708700,46866,107800,779854,10000
34,5,3056918000,45,56609500,1264,2015300,68519,74300,922063,10000
33,1,14903517600,41,60583400,1063,2336700,52142,95200,888943,10000
32,10,1634528300,49,55596200,1203,2264500,52704,103300,834746,10000
31,2,8106672900,29,93180100,1130,2391300,58406,92500,863641,10000
30,2,8728555500,22,132250800,872,3336600,42319,137500,710466,10000
29,5,3552594000,17,174146700,752,3936800,42347,139800,765661,10000
28,10,1700361100,22,128815200,1164,2434600,57870,97900,938483,10000
27,2,9543982500,16,198832900,579,5494500,33509,189800,625925,10000
26,5,3495069900,39,74680900,1340,2173500,72252,80600,1097093,10000
25,2,24227745300,28,175267400,1111,4417100,58903,166600,1096200,10000
24,0,0,18,176023700,925,3425300,52777,120000,755905,10000
23,4,4317947700,23,125157900,1372,2098100,63717,90300,990081,10000
